chip,filter_regime,group,comparison,engine,metric,value,direction,inference_status,p_value,p_fdr,resampling_method,n_resamples,runtime_sec,source_file,source_layer,notes
hu6800,variance_comparison,carcinomas,BR/BRAD,complexity,effrank_delta,0.6399999999999999,tumor_greater,permutation_available,0.85,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_comparison,carcinomas,BR/BRAD,complexity,kappa_delta,45.39,tumor_greater,permutation_available,0.85,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_comparison,carcinomas,BR/BRAD,entropy,shannon_delta,1.145,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_comparison,carcinomas,BR/BRAD,entropy,spectral_delta,0.562,tumor_greater,permutation_available,0.05,0.1625,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_comparison,carcinomas,BR/BRAD,mp,excess_spectral_mass_delta,88.92068138449872,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,BR/BRAD,mp,largest_eigenvalue_fraction_delta,-0.08268018818598655,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,BR/BRAD,mp,participation_ratio_delta,1.3417632716454984,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,BR/BRAD,mp,spectral_entropy_delta,0.6433832066917133,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,COL/COADREAD,complexity,effrank_delta,0.020000000000000018,tumor_greater,permutation_available,0.57,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_comparison,carcinomas,COL/COADREAD,complexity,kappa_delta,-13.13,tumor_lower,permutation_available,0.57,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_comparison,carcinomas,COL/COADREAD,entropy,shannon_delta,0.136,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_comparison,carcinomas,COL/COADREAD,entropy,spectral_delta,0.015,tumor_greater,permutation_available,0.91,0.96,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_comparison,carcinomas,COL/COADREAD,mp,excess_spectral_mass_delta,-108.39640092494392,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,COL/COADREAD,mp,largest_eigenvalue_fraction_delta,-0.0940381815298133,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,COL/COADREAD,mp,participation_ratio_delta,1.1747218181034373,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,COL/COADREAD,mp,spectral_entropy_delta,0.22369446764693746,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,KID/RCC,complexity,effrank_delta,0.1299999999999999,tumor_greater,permutation_available,0.06,0.78,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_comparison,carcinomas,KID/RCC,complexity,kappa_delta,-58.04,tumor_lower,permutation_available,0.06,0.78,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_comparison,carcinomas,KID/RCC,entropy,shannon_delta,-0.415,tumor_lower,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_comparison,carcinomas,KID/RCC,entropy,spectral_delta,0.119,tumor_greater,permutation_available,0.2,0.37142857142857144,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_comparison,carcinomas,KID/RCC,mp,excess_spectral_mass_delta,-260.1766160467148,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,KID/RCC,mp,largest_eigenvalue_fraction_delta,-0.05288652074861333,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,KID/RCC,mp,participation_ratio_delta,0.43594184732930596,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,KID/RCC,mp,spectral_entropy_delta,-0.07131163119730322,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,LU/LUAD,complexity,effrank_delta,0.71,tumor_greater,permutation_available,1,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_comparison,carcinomas,LU/LUAD,complexity,kappa_delta,11.72,tumor_greater,permutation_available,1,1,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_comparison,carcinomas,LU/LUAD,entropy,shannon_delta,1.142,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_comparison,carcinomas,LU/LUAD,entropy,spectral_delta,0.643,tumor_greater,permutation_available,0,0,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_comparison,carcinomas,LU/LUAD,mp,excess_spectral_mass_delta,393.2861531855532,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,LU/LUAD,mp,largest_eigenvalue_fraction_delta,-0.021953146216297237,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,LU/LUAD,mp,participation_ratio_delta,0.8722465414575353,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,LU/LUAD,mp,spectral_entropy_delta,0.5487769344418161,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,OV/OVAD,complexity,effrank_delta,0.47,tumor_greater,permutation_available,0.32,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_comparison,carcinomas,OV/OVAD,complexity,kappa_delta,62.71,tumor_greater,permutation_available,0.32,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_comparison,carcinomas,OV/OVAD,entropy,shannon_delta,1.326,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_comparison,carcinomas,OV/OVAD,entropy,spectral_delta,0.444,tumor_greater,permutation_available,0.11,0.2383333333333333,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_comparison,carcinomas,OV/OVAD,mp,excess_spectral_mass_delta,NA,NA,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,OV/OVAD,mp,largest_eigenvalue_fraction_delta,NA,NA,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,OV/OVAD,mp,participation_ratio_delta,NA,NA,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,OV/OVAD,mp,spectral_entropy_delta,NA,NA,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,PA/PAAD,complexity,effrank_delta,0.09000000000000008,tumor_greater,permutation_available,0.5,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_comparison,carcinomas,PA/PAAD,complexity,kappa_delta,-28.13,tumor_lower,permutation_available,0.5,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_comparison,carcinomas,PA/PAAD,entropy,shannon_delta,-0.005,tumor_lower,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_comparison,carcinomas,PA/PAAD,entropy,spectral_delta,0.08,tumor_greater,permutation_available,0.27,0.43875000000000003,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_comparison,carcinomas,PA/PAAD,mp,excess_spectral_mass_delta,381.74528654332767,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,PA/PAAD,mp,largest_eigenvalue_fraction_delta,0.2459014272514511,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,PA/PAAD,mp,participation_ratio_delta,-2.754598651251003,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,PA/PAAD,mp,spectral_entropy_delta,-0.3768215226892566,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,PR/PRAD,complexity,effrank_delta,0.49,tumor_greater,permutation_available,0.67,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_comparison,carcinomas,PR/PRAD,complexity,kappa_delta,-5.87,tumor_lower,permutation_available,0.67,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_comparison,carcinomas,PR/PRAD,entropy,shannon_delta,0.194,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_comparison,carcinomas,PR/PRAD,entropy,spectral_delta,0.476,tumor_greater,permutation_available,0.01,0.065,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_comparison,carcinomas,PR/PRAD,mp,excess_spectral_mass_delta,144.21463725238414,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,PR/PRAD,mp,largest_eigenvalue_fraction_delta,-0.0031917267527714066,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,PR/PRAD,mp,participation_ratio_delta,-0.010537778657464525,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,PR/PRAD,mp,spectral_entropy_delta,0.030326864398700026,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,UT/EAC,complexity,effrank_delta,0.020000000000000018,tumor_greater,permutation_available,0.83,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_comparison,carcinomas,UT/EAC,complexity,kappa_delta,26.26,tumor_greater,permutation_available,0.83,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_comparison,carcinomas,UT/EAC,entropy,shannon_delta,0.736,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_comparison,carcinomas,UT/EAC,entropy,spectral_delta,0.015,tumor_greater,permutation_available,0.96,0.96,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_comparison,carcinomas,UT/EAC,mp,excess_spectral_mass_delta,-255.67830613808724,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,UT/EAC,mp,largest_eigenvalue_fraction_delta,-0.20033056545544048,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,UT/EAC,mp,participation_ratio_delta,2.0107614454785545,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,carcinomas,UT/EAC,mp,spectral_entropy_delta,0.6334090587499279,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,leukemias,PB/B-ALL,complexity,effrank_delta,-0.17000000000000015,tumor_lower,permutation_available,0.72,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_comparison,leukemias,PB/B-ALL,complexity,kappa_delta,54.38,tumor_greater,permutation_available,0.72,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_comparison,leukemias,PB/B-ALL,entropy,shannon_delta,1.003,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_comparison,leukemias,PB/B-ALL,entropy,spectral_delta,-0.171,tumor_lower,permutation_available,0.51,0.6027272727272728,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_comparison,leukemias,PB/B-ALL,mp,excess_spectral_mass_delta,-59.8376397560246,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,leukemias,PB/B-ALL,mp,largest_eigenvalue_fraction_delta,-0.14054299615541854,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,leukemias,PB/B-ALL,mp,participation_ratio_delta,2.233384566927765,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,leukemias,PB/B-ALL,mp,spectral_entropy_delta,0.6940072003593438,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,leukemias,PB/T-ALL,complexity,effrank_delta,-0.16000000000000014,tumor_lower,permutation_available,0.92,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_comparison,leukemias,PB/T-ALL,complexity,kappa_delta,19.82,tumor_greater,permutation_available,0.92,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_comparison,leukemias,PB/T-ALL,entropy,shannon_delta,0.849,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_comparison,leukemias,PB/T-ALL,entropy,spectral_delta,-0.154,tumor_lower,permutation_available,0.49,0.6027272727272728,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_comparison,leukemias,PB/T-ALL,mp,excess_spectral_mass_delta,-43.14835737883959,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,leukemias,PB/T-ALL,mp,largest_eigenvalue_fraction_delta,-0.06756103760954107,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,leukemias,PB/T-ALL,mp,participation_ratio_delta,1.4781602509380551,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_comparison,leukemias,PB/T-ALL,mp,spectral_entropy_delta,0.5753516812276123,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,blastomas,Brain/GBM,complexity,effrank_delta,0.08999999999999986,tumor_greater,permutation_available,0.5,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_global,blastomas,Brain/GBM,complexity,kappa_delta,-41.28,tumor_lower,permutation_available,0.5,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_global,blastomas,Brain/GBM,entropy,shannon_delta,0.321,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_global,blastomas,Brain/GBM,entropy,spectral_delta,0.08,tumor_greater,permutation_available,0.39,0.5633333333333334,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_global,blastomas,Brain/GBM,mp,excess_spectral_mass_delta,-132.0893486029579,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,blastomas,Brain/GBM,mp,largest_eigenvalue_fraction_delta,-0.004806319909931744,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,blastomas,Brain/GBM,mp,participation_ratio_delta,1.3026471222669587,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,blastomas,Brain/GBM,mp,spectral_entropy_delta,0.2720393523813449,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,blastomas,Brain/MB,complexity,effrank_delta,0.24,tumor_greater,permutation_available,0.54,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_global,blastomas,Brain/MB,complexity,kappa_delta,-35.23,tumor_lower,permutation_available,0.54,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_global,blastomas,Brain/MB,entropy,shannon_delta,0.322,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_global,blastomas,Brain/MB,entropy,spectral_delta,0.204,tumor_greater,permutation_available,0.11,0.2383333333333333,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_global,blastomas,Brain/MB,mp,excess_spectral_mass_delta,-128.88806324756922,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,blastomas,Brain/MB,mp,largest_eigenvalue_fraction_delta,-0.020849080161408517,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,blastomas,Brain/MB,mp,participation_ratio_delta,1.3367822197368309,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,blastomas,Brain/MB,mp,spectral_entropy_delta,0.2716001507106818,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,BLAD/TCC,complexity,effrank_delta,0.54,tumor_greater,permutation_available,0.76,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_global,carcinomas,BLAD/TCC,complexity,kappa_delta,-20.46,tumor_lower,permutation_available,0.76,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_global,carcinomas,BLAD/TCC,entropy,shannon_delta,0.659,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_global,carcinomas,BLAD/TCC,entropy,spectral_delta,0.435,tumor_greater,permutation_available,0.03,0.12999999999999998,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_global,carcinomas,BLAD/TCC,mp,excess_spectral_mass_delta,31.390240909977024,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,BLAD/TCC,mp,largest_eigenvalue_fraction_delta,-0.09175175694516302,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,BLAD/TCC,mp,participation_ratio_delta,1.8202958336582133,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,BLAD/TCC,mp,spectral_entropy_delta,0.42261850869112605,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,BR/BRAD,complexity,effrank_delta,0.6399999999999999,tumor_greater,permutation_available,0.85,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_global,carcinomas,BR/BRAD,complexity,kappa_delta,45.39,tumor_greater,permutation_available,0.85,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_global,carcinomas,BR/BRAD,entropy,shannon_delta,1.145,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_global,carcinomas,BR/BRAD,entropy,spectral_delta,0.562,tumor_greater,permutation_available,0.05,0.1625,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_global,carcinomas,BR/BRAD,mp,excess_spectral_mass_delta,88.92068138449872,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,BR/BRAD,mp,largest_eigenvalue_fraction_delta,-0.08268018818598655,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,BR/BRAD,mp,participation_ratio_delta,1.3417632716454984,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,BR/BRAD,mp,spectral_entropy_delta,0.6433832066917133,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,COL/COADREAD,complexity,effrank_delta,0.020000000000000018,tumor_greater,permutation_available,0.57,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_global,carcinomas,COL/COADREAD,complexity,kappa_delta,-13.13,tumor_lower,permutation_available,0.57,0.9966666666666666,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_global,carcinomas,COL/COADREAD,entropy,shannon_delta,0.136,tumor_greater,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_global,carcinomas,COL/COADREAD,entropy,spectral_delta,0.015,tumor_greater,permutation_available,0.91,0.96,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_global,carcinomas,COL/COADREAD,mp,excess_spectral_mass_delta,-108.39640092494392,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,COL/COADREAD,mp,largest_eigenvalue_fraction_delta,-0.0940381815298133,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,COL/COADREAD,mp,participation_ratio_delta,1.1747218181034373,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,COL/COADREAD,mp,spectral_entropy_delta,0.22369446764693746,tumor_greater,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,KID/RCC,complexity,effrank_delta,0.1299999999999999,tumor_greater,permutation_available,0.06,0.78,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_global,carcinomas,KID/RCC,complexity,kappa_delta,-58.04,tumor_lower,permutation_available,0.06,0.78,permutation,NA,NA,complexity_results.rds,complexity_engine,NA
hu6800,variance_global,carcinomas,KID/RCC,entropy,shannon_delta,-0.415,tumor_lower,permutation_available,NA,NA,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_global,carcinomas,KID/RCC,entropy,spectral_delta,0.119,tumor_greater,permutation_available,0.2,0.37142857142857144,permutation,NA,NA,entropy_results.rds,entropy_engine,NA
hu6800,variance_global,carcinomas,KID/RCC,mp,excess_spectral_mass_delta,-260.1766160467148,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
hu6800,variance_global,carcinomas,KID/RCC,mp,largest_eigenvalue_fraction_delta,-0.05288652074861333,tumor_lower,descriptive_only,NA,NA,NA,NA,NA,mp_spectral_results.rds,mp_engine,MP engine currently descriptive only; resampling placeholders are reserved for future architecture.
