chip,gene_set_mode,gene_set_id,gene_set_normalized,gene_set_name,go_ontology,root_node,n_probes
hu6800,GO_BP,GO:0002638,GO:0002638,negative regulation of immunoglobulin production,BP,biological_process,7
hu6800,GO_BP,GO:0002639,GO:0002639,positive regulation of immunoglobulin production,BP,biological_process,23
hu6800,GO_BP,GO:0002643,GO:0002643,regulation of tolerance induction,BP,biological_process,1
hu6800,GO_BP,GO:0002645,GO:0002645,positive regulation of tolerance induction,BP,biological_process,1
hu6800,GO_BP,GO:0002651,GO:0002651,positive regulation of tolerance induction to self antigen,BP,biological_process,1
hu6800,GO_BP,GO:0002663,GO:0002663,positive regulation of B cell tolerance induction,BP,biological_process,1
hu6800,GO_BP,GO:0002664,GO:0002664,regulation of T cell tolerance induction,BP,biological_process,1
hu6800,GO_BP,GO:0002666,GO:0002666,positive regulation of T cell tolerance induction,BP,biological_process,2
hu6800,GO_BP,GO:0002667,GO:0002667,regulation of T cell anergy,BP,biological_process,3
hu6800,GO_BP,GO:0002669,GO:0002669,positive regulation of T cell anergy,BP,biological_process,2
hu6800,GO_BP,GO:0002673,GO:0002673,regulation of acute inflammatory response,BP,biological_process,2
hu6800,GO_BP,GO:0002674,GO:0002674,negative regulation of acute inflammatory response,BP,biological_process,7
hu6800,GO_BP,GO:0002675,GO:0002675,positive regulation of acute inflammatory response,BP,biological_process,9
hu6800,GO_BP,GO:0002676,GO:0002676,regulation of chronic inflammatory response,BP,biological_process,1
hu6800,GO_BP,GO:0002677,GO:0002677,negative regulation of chronic inflammatory response,BP,biological_process,1
hu6800,GO_BP,GO:0002679,GO:0002679,respiratory burst involved in defense response,BP,biological_process,2
hu6800,GO_BP,GO:0002682,GO:0002682,regulation of immune system process,BP,biological_process,26
hu6800,GO_BP,GO:0002683,GO:0002683,negative regulation of immune system process,BP,biological_process,3
hu6800,GO_BP,GO:0002684,GO:0002684,positive regulation of immune system process,BP,biological_process,7
hu6800,GO_BP,GO:0002685,GO:0002685,regulation of leukocyte migration,BP,biological_process,3
hu6800,GO_BP,GO:0002686,GO:0002686,negative regulation of leukocyte migration,BP,biological_process,2
hu6800,GO_BP,GO:0002687,GO:0002687,positive regulation of leukocyte migration,BP,biological_process,14
hu6800,GO_BP,GO:0002690,GO:0002690,positive regulation of leukocyte chemotaxis,BP,biological_process,14
hu6800,GO_BP,GO:0002691,GO:0002691,regulation of cellular extravasation,BP,biological_process,1
hu6800,GO_BP,GO:0002692,GO:0002692,negative regulation of cellular extravasation,BP,biological_process,2
hu6800,GO_BP,GO:0002693,GO:0002693,positive regulation of cellular extravasation,BP,biological_process,4
hu6800,GO_BP,GO:0002695,GO:0002695,negative regulation of leukocyte activation,BP,biological_process,2
hu6800,GO_BP,GO:0002700,GO:0002700,regulation of production of molecular mediator of immune response,BP,biological_process,1
hu6800,GO_BP,GO:0002706,GO:0002706,regulation of lymphocyte mediated immunity,BP,biological_process,1
hu6800,GO_BP,GO:0002708,GO:0002708,positive regulation of lymphocyte mediated immunity,BP,biological_process,1
hu6800,GO_BP,GO:0002709,GO:0002709,regulation of T cell mediated immunity,BP,biological_process,2
hu6800,GO_BP,GO:0002710,GO:0002710,negative regulation of T cell mediated immunity,BP,biological_process,1
hu6800,GO_BP,GO:0002711,GO:0002711,positive regulation of T cell mediated immunity,BP,biological_process,1
hu6800,GO_BP,GO:0002715,GO:0002715,regulation of natural killer cell mediated immunity,BP,biological_process,11
hu6800,GO_BP,GO:0002717,GO:0002717,positive regulation of natural killer cell mediated immunity,BP,biological_process,2
hu6800,GO_BP,GO:0002718,GO:0002718,regulation of cytokine production involved in immune response,BP,biological_process,1
hu6800,GO_BP,GO:0002719,GO:0002719,negative regulation of cytokine production involved in immune response,BP,biological_process,6
hu6800,GO_BP,GO:0002720,GO:0002720,positive regulation of cytokine production involved in immune response,BP,biological_process,11
hu6800,GO_BP,GO:0002721,GO:0002721,regulation of B cell cytokine production,BP,biological_process,1
hu6800,GO_BP,GO:0002724,GO:0002724,regulation of T cell cytokine production,BP,biological_process,4
hu6800,GO_BP,GO:0002725,GO:0002725,negative regulation of T cell cytokine production,BP,biological_process,7
hu6800,GO_BP,GO:0002726,GO:0002726,positive regulation of T cell cytokine production,BP,biological_process,12
hu6800,GO_BP,GO:0002728,GO:0002728,negative regulation of natural killer cell cytokine production,BP,biological_process,1
hu6800,GO_BP,GO:0002729,GO:0002729,positive regulation of natural killer cell cytokine production,BP,biological_process,6
hu6800,GO_BP,GO:0002731,GO:0002731,negative regulation of dendritic cell cytokine production,BP,biological_process,1
hu6800,GO_BP,GO:0002732,GO:0002732,positive regulation of dendritic cell cytokine production,BP,biological_process,2
hu6800,GO_BP,GO:0002735,GO:0002735,positive regulation of myeloid dendritic cell cytokine production,BP,biological_process,2
hu6800,GO_BP,GO:0002737,GO:0002737,negative regulation of plasmacytoid dendritic cell cytokine production,BP,biological_process,1
hu6800,GO_BP,GO:0002752,GO:0002752,cell surface pattern recognition receptor signaling pathway,BP,biological_process,7
hu6800,GO_BP,GO:0002753,GO:0002753,cytoplasmic pattern recognition receptor signaling pathway,BP,biological_process,8
hu6800,GO_BP,GO:0002755,GO:0002755,MyD88-dependent toll-like receptor signaling pathway,BP,biological_process,7
hu6800,GO_BP,GO:0002758,GO:0002758,innate immune response-activating signal transduction,BP,biological_process,2
hu6800,GO_BP,GO:0002759,GO:0002759,regulation of antimicrobial humoral response,BP,biological_process,1
hu6800,GO_BP,GO:0002760,GO:0002760,positive regulation of antimicrobial humoral response,BP,biological_process,1
hu6800,GO_BP,GO:0002762,GO:0002762,negative regulation of myeloid leukocyte differentiation,BP,biological_process,1
hu6800,GO_BP,GO:0002764,GO:0002764,immune response-regulating signaling pathway,BP,biological_process,1
hu6800,GO_BP,GO:0002765,GO:0002765,immune response-inhibiting signal transduction,BP,biological_process,1
hu6800,GO_BP,GO:0002767,GO:0002767,immune response-inhibiting cell surface receptor signaling pathway,BP,biological_process,10
hu6800,GO_BP,GO:0002768,GO:0002768,immune response-regulating cell surface receptor signaling pathway,BP,biological_process,9
hu6800,GO_BP,GO:0002769,GO:0002769,natural killer cell inhibitory signaling pathway,BP,biological_process,1
hu6800,GO_BP,GO:0002774,GO:0002774,Fc receptor mediated inhibitory signaling pathway,BP,biological_process,3
hu6800,GO_BP,GO:0002780,GO:0002780,antibacterial peptide biosynthetic process,BP,biological_process,1
hu6800,GO_BP,GO:0002791,GO:0002791,regulation of peptide secretion,BP,biological_process,1
hu6800,GO_BP,GO:0002792,GO:0002792,negative regulation of peptide secretion,BP,biological_process,1
hu6800,GO_BP,GO:0002793,GO:0002793,positive regulation of peptide secretion,BP,biological_process,1
hu6800,GO_BP,GO:0002803,GO:0002803,positive regulation of antibacterial peptide production,BP,biological_process,2
hu6800,GO_BP,GO:0002812,GO:0002812,biosynthetic process of antibacterial peptides active against Gram-negative bacteria,BP,biological_process,3
hu6800,GO_BP,GO:0002819,GO:0002819,regulation of adaptive immune response,BP,biological_process,6
hu6800,GO_BP,GO:0002820,GO:0002820,negative regulation of adaptive immune response,BP,biological_process,1
hu6800,GO_BP,GO:0002821,GO:0002821,positive regulation of adaptive immune response,BP,biological_process,3
hu6800,GO_BP,GO:0002822,GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,BP,biological_process,1
hu6800,GO_BP,GO:0002826,GO:0002826,negative regulation of T-helper 1 type immune response,BP,biological_process,9
hu6800,GO_BP,GO:0002827,GO:0002827,positive regulation of T-helper 1 type immune response,BP,biological_process,7
hu6800,GO_BP,GO:0002829,GO:0002829,negative regulation of type 2 immune response,BP,biological_process,3
hu6800,GO_BP,GO:0002830,GO:0002830,positive regulation of type 2 immune response,BP,biological_process,2
hu6800,GO_BP,GO:0002834,GO:0002834,regulation of response to tumor cell,BP,biological_process,1
hu6800,GO_BP,GO:0002839,GO:0002839,positive regulation of immune response to tumor cell,BP,biological_process,1
hu6800,GO_BP,GO:0002840,GO:0002840,regulation of T cell mediated immune response to tumor cell,BP,biological_process,1
hu6800,GO_BP,GO:0002841,GO:0002841,negative regulation of T cell mediated immune response to tumor cell,BP,biological_process,5
hu6800,GO_BP,GO:0002842,GO:0002842,positive regulation of T cell mediated immune response to tumor cell,BP,biological_process,4
hu6800,GO_BP,GO:0002846,GO:0002846,regulation of T cell tolerance induction to tumor cell,BP,biological_process,1
hu6800,GO_BP,GO:0002854,GO:0002854,positive regulation of T cell mediated cytotoxicity directed against tumor cell target,BP,biological_process,1
hu6800,GO_BP,GO:0002859,GO:0002859,negative regulation of natural killer cell mediated cytotoxicity directed against tumor cell target,BP,biological_process,3
hu6800,GO_BP,GO:0002860,GO:0002860,positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target,BP,biological_process,3
hu6800,GO_BP,GO:0002862,GO:0002862,negative regulation of inflammatory response to antigenic stimulus,BP,biological_process,20
hu6800,GO_BP,GO:0002863,GO:0002863,positive regulation of inflammatory response to antigenic stimulus,BP,biological_process,2
hu6800,GO_BP,GO:0002865,GO:0002865,negative regulation of acute inflammatory response to antigenic stimulus,BP,biological_process,3
hu6800,GO_BP,GO:0002866,GO:0002866,positive regulation of acute inflammatory response to antigenic stimulus,BP,biological_process,1
hu6800,GO_BP,GO:0002885,GO:0002885,positive regulation of hypersensitivity,BP,biological_process,1
hu6800,GO_BP,GO:0002891,GO:0002891,positive regulation of immunoglobulin mediated immune response,BP,biological_process,2
hu6800,GO_BP,GO:0002897,GO:0002897,positive regulation of central B cell tolerance induction,BP,biological_process,1
hu6800,GO_BP,GO:0002902,GO:0002902,regulation of B cell apoptotic process,BP,biological_process,2
hu6800,GO_BP,GO:0002903,GO:0002903,negative regulation of B cell apoptotic process,BP,biological_process,4
hu6800,GO_BP,GO:0002904,GO:0002904,positive regulation of B cell apoptotic process,BP,biological_process,1
hu6800,GO_BP,GO:0002906,GO:0002906,negative regulation of mature B cell apoptotic process,BP,biological_process,2
hu6800,GO_BP,GO:0002922,GO:0002922,positive regulation of humoral immune response,BP,biological_process,3
hu6800,GO_BP,GO:0002924,GO:0002924,negative regulation of humoral immune response mediated by circulating immunoglobulin,BP,biological_process,2
hu6800,GO_BP,GO:0002930,GO:0002930,trabecular meshwork development,BP,biological_process,1
hu6800,GO_BP,GO:0002931,GO:0002931,response to ischemia,BP,biological_process,30
hu6800,GO_BP,GO:0002933,GO:0002933,lipid hydroxylation,BP,biological_process,9
hu6800,GO_BP,GO:0002934,GO:0002934,desmosome organization,BP,biological_process,2
hu6800,GO_MF,GO:0002951,GO:0002951,leukotriene-C(4) hydrolase,MF,molecular_function,1
hu6800,GO_MF,GO:0002953,GO:0002953,5'-deoxynucleotidase activity,MF,molecular_function,1
hu6800,GO_BP,GO:0003002,GO:0003002,regionalization,BP,biological_process,1
hu6800,GO_BP,GO:0003006,GO:0003006,developmental process involved in reproduction,BP,biological_process,6
hu6800,GO_BP,GO:0003007,GO:0003007,heart morphogenesis,BP,biological_process,14
hu6800,GO_BP,GO:0003008,GO:0003008,system process,BP,biological_process,8
hu6800,GO_BP,GO:0003009,GO:0003009,skeletal muscle contraction,BP,biological_process,24
hu6800,GO_BP,GO:0003012,GO:0003012,muscle system process,BP,biological_process,2
hu6800,GO_BP,GO:0003014,GO:0003014,renal system process,BP,biological_process,3
hu6800,GO_BP,GO:0003015,GO:0003015,heart process,BP,biological_process,4
hu6800,GO_BP,GO:0003016,GO:0003016,respiratory system process,BP,biological_process,2
hu6800,GO_BP,GO:0003032,GO:0003032,detection of oxygen,BP,biological_process,1
hu6800,GO_BP,GO:0003044,GO:0003044,regulation of systemic arterial blood pressure mediated by a chemical signal,BP,biological_process,1
hu6800,GO_BP,GO:0003051,GO:0003051,angiotensin-mediated drinking behavior,BP,biological_process,1
hu6800,GO_BP,GO:0003056,GO:0003056,regulation of vascular associated smooth muscle contraction,BP,biological_process,4
hu6800,GO_BP,GO:0003058,GO:0003058,hormonal regulation of the force of heart contraction,BP,biological_process,1
hu6800,GO_BP,GO:0003062,GO:0003062,regulation of heart rate by chemical signal,BP,biological_process,1
hu6800,GO_BP,GO:0003064,GO:0003064,regulation of heart rate by hormone,BP,biological_process,2
hu6800,GO_BP,GO:0003065,GO:0003065,positive regulation of heart rate by epinephrine,BP,biological_process,2
hu6800,GO_BP,GO:0003069,GO:0003069,acetylcholine-mediated vasodilation involved in regulation of systemic arterial blood pressure,BP,biological_process,2
hu6800,GO_BP,GO:0003070,GO:0003070,regulation of systemic arterial blood pressure by neurotransmitter,BP,biological_process,1
hu6800,GO_BP,GO:0003073,GO:0003073,regulation of systemic arterial blood pressure,BP,biological_process,6
hu6800,GO_BP,GO:0003081,GO:0003081,regulation of systemic arterial blood pressure by renin-angiotensin,BP,biological_process,5
hu6800,GO_BP,GO:0003084,GO:0003084,positive regulation of systemic arterial blood pressure,BP,biological_process,11
hu6800,GO_BP,GO:0003085,GO:0003085,negative regulation of systemic arterial blood pressure,BP,biological_process,12
hu6800,GO_BP,GO:0003091,GO:0003091,renal water homeostasis,BP,biological_process,25
hu6800,GO_BP,GO:0003092,GO:0003092,renal water retention,BP,biological_process,1
hu6800,GO_BP,GO:0003093,GO:0003093,regulation of glomerular filtration,BP,biological_process,2
hu6800,GO_BP,GO:0003094,GO:0003094,glomerular filtration,BP,biological_process,13
hu6800,GO_BP,GO:0003095,GO:0003095,pressure natriuresis,BP,biological_process,4
hu6800,GO_BP,GO:0003097,GO:0003097,renal water transport,BP,biological_process,3
hu6800,GO_BP,GO:0003099,GO:0003099,positive regulation of the force of heart contraction by chemical signal,BP,biological_process,1
hu6800,GO_BP,GO:0003100,GO:0003100,regulation of systemic arterial blood pressure by endothelin,BP,biological_process,5
hu6800,GO_BP,GO:0003104,GO:0003104,positive regulation of glomerular filtration,BP,biological_process,4
hu6800,GO_BP,GO:0003105,GO:0003105,negative regulation of glomerular filtration,BP,biological_process,3
hu6800,GO_BP,GO:0003106,GO:0003106,negative regulation of glomerular filtration by angiotensin,BP,biological_process,1
hu6800,GO_BP,GO:0003108,GO:0003108,negative regulation of the force of heart contraction by chemical signal,BP,biological_process,1
hu6800,GO_BP,GO:0003127,GO:0003127,detection of nodal flow,BP,biological_process,1
hu6800,GO_BP,GO:0003129,GO:0003129,heart induction,BP,biological_process,3
hu6800,GO_BP,GO:0003131,GO:0003131,mesodermal-endodermal cell signaling,BP,biological_process,3
hu6800,GO_BP,GO:0003133,GO:0003133,endodermal-mesodermal cell signaling,BP,biological_process,2
hu6800,GO_BP,GO:0003138,GO:0003138,primary heart field specification,BP,biological_process,3
hu6800,GO_BP,GO:0003139,GO:0003139,secondary heart field specification,BP,biological_process,6
hu6800,GO_BP,GO:0003140,GO:0003140,determination of left/right asymmetry in lateral mesoderm,BP,biological_process,3
hu6800,GO_BP,GO:0003143,GO:0003143,embryonic heart tube morphogenesis,BP,biological_process,3
hu6800,GO_BP,GO:0003147,GO:0003147,neural crest cell migration involved in heart formation,BP,biological_process,2
hu6800,GO_BP,GO:0003148,GO:0003148,outflow tract septum morphogenesis,BP,biological_process,17
hu6800,GO_BP,GO:0003149,GO:0003149,membranous septum morphogenesis,BP,biological_process,6
hu6800,GO_BP,GO:0003150,GO:0003150,muscular septum morphogenesis,BP,biological_process,1
hu6800,GO_BP,GO:0003151,GO:0003151,outflow tract morphogenesis,BP,biological_process,31
hu6800,GO_BP,GO:0003156,GO:0003156,regulation of animal organ formation,BP,biological_process,3
hu6800,GO_BP,GO:0003157,GO:0003157,endocardium development,BP,biological_process,2
hu6800,GO_BP,GO:0003158,GO:0003158,endothelium development,BP,biological_process,4
hu6800,GO_BP,GO:0003160,GO:0003160,endocardium morphogenesis,BP,biological_process,1
hu6800,GO_BP,GO:0003161,GO:0003161,cardiac conduction system development,BP,biological_process,16
hu6800,GO_BP,GO:0003162,GO:0003162,atrioventricular node development,BP,biological_process,4
hu6800,GO_BP,GO:0003163,GO:0003163,sinoatrial node development,BP,biological_process,4
hu6800,GO_BP,GO:0003165,GO:0003165,Purkinje myocyte development,BP,biological_process,1
hu6800,GO_BP,GO:0003166,GO:0003166,bundle of His development,BP,biological_process,4
hu6800,GO_BP,GO:0003167,GO:0003167,atrioventricular bundle cell differentiation,BP,biological_process,2
hu6800,GO_BP,GO:0003169,GO:0003169,coronary vein morphogenesis,BP,biological_process,1
hu6800,GO_BP,GO:0003170,GO:0003170,heart valve development,BP,biological_process,7
hu6800,GO_BP,GO:0003171,GO:0003171,atrioventricular valve development,BP,biological_process,2
hu6800,GO_BP,GO:0003174,GO:0003174,mitral valve development,BP,biological_process,1
hu6800,GO_BP,GO:0003176,GO:0003176,aortic valve development,BP,biological_process,5
hu6800,GO_BP,GO:0003177,GO:0003177,pulmonary valve development,BP,biological_process,4
hu6800,GO_BP,GO:0003179,GO:0003179,heart valve morphogenesis,BP,biological_process,5
hu6800,GO_BP,GO:0003180,GO:0003180,aortic valve morphogenesis,BP,biological_process,30
hu6800,GO_BP,GO:0003181,GO:0003181,atrioventricular valve morphogenesis,BP,biological_process,6
hu6800,GO_BP,GO:0003183,GO:0003183,mitral valve morphogenesis,BP,biological_process,9
hu6800,GO_BP,GO:0003184,GO:0003184,pulmonary valve morphogenesis,BP,biological_process,10
hu6800,GO_BP,GO:0003185,GO:0003185,sinoatrial valve morphogenesis,BP,biological_process,2
hu6800,GO_BP,GO:0003186,GO:0003186,tricuspid valve morphogenesis,BP,biological_process,3
hu6800,GO_BP,GO:0003189,GO:0003189,aortic valve formation,BP,biological_process,2
hu6800,GO_BP,GO:0003190,GO:0003190,atrioventricular valve formation,BP,biological_process,4
hu6800,GO_BP,GO:0003192,GO:0003192,mitral valve formation,BP,biological_process,1
hu6800,GO_BP,GO:0003193,GO:0003193,pulmonary valve formation,BP,biological_process,1
hu6800,GO_BP,GO:0003197,GO:0003197,endocardial cushion development,BP,biological_process,4
hu6800,GO_BP,GO:0003198,GO:0003198,epithelial to mesenchymal transition involved in endocardial cushion formation,BP,biological_process,4
hu6800,GO_BP,GO:0003199,GO:0003199,endocardial cushion to mesenchymal transition involved in heart valve formation,BP,biological_process,1
hu6800,GO_BP,GO:0003203,GO:0003203,endocardial cushion morphogenesis,BP,biological_process,15
hu6800,GO_BP,GO:0003207,GO:0003207,cardiac chamber formation,BP,biological_process,1
hu6800,GO_BP,GO:0003208,GO:0003208,cardiac ventricle morphogenesis,BP,biological_process,2
hu6800,GO_BP,GO:0003209,GO:0003209,cardiac atrium morphogenesis,BP,biological_process,1
hu6800,GO_BP,GO:0003210,GO:0003210,cardiac atrium formation,BP,biological_process,1
hu6800,GO_BP,GO:0003211,GO:0003211,cardiac ventricle formation,BP,biological_process,2
hu6800,GO_BP,GO:0003214,GO:0003214,cardiac left ventricle morphogenesis,BP,biological_process,6
hu6800,GO_BP,GO:0003215,GO:0003215,cardiac right ventricle morphogenesis,BP,biological_process,11
hu6800,GO_BP,GO:0003218,GO:0003218,cardiac left ventricle formation,BP,biological_process,2
hu6800,GO_BP,GO:0003220,GO:0003220,left ventricular cardiac muscle tissue morphogenesis,BP,biological_process,3
hu6800,GO_BP,GO:0003221,GO:0003221,right ventricular cardiac muscle tissue morphogenesis,BP,biological_process,1
hu6800,GO_BP,GO:0003222,GO:0003222,ventricular trabecula myocardium morphogenesis,BP,biological_process,8
hu6800,GO_BP,GO:0003223,GO:0003223,ventricular compact myocardium morphogenesis,BP,biological_process,6
hu6800,GO_BP,GO:0003228,GO:0003228,atrial cardiac muscle tissue development,BP,biological_process,2
hu6800,GO_BP,GO:0003231,GO:0003231,cardiac ventricle development,BP,biological_process,2
hu6800,GO_BP,GO:0003245,GO:0003245,cardiac muscle tissue growth involved in heart morphogenesis,BP,biological_process,1
hu6800,GO_BP,GO:0003253,GO:0003253,cardiac neural crest cell migration involved in outflow tract morphogenesis,BP,biological_process,5
hu6800,GO_BP,GO:0003254,GO:0003254,regulation of membrane depolarization,BP,biological_process,5
hu6800,GO_BP,GO:0003272,GO:0003272,endocardial cushion formation,BP,biological_process,9
hu6800,GO_BP,GO:0003273,GO:0003273,cell migration involved in endocardial cushion formation,BP,biological_process,1
hu6800,GO_BP,GO:0003274,GO:0003274,endocardial cushion fusion,BP,biological_process,4
hu6800,GO_BP,GO:0003279,GO:0003279,cardiac septum development,BP,biological_process,2
hu6800,GO_BP,GO:0003281,GO:0003281,ventricular septum development,BP,biological_process,13
hu6800,GO_BP,GO:0003283,GO:0003283,atrial septum development,BP,biological_process,4
hu6800,GO_BP,GO:0003285,GO:0003285,septum secundum development,BP,biological_process,1
hu6800,GO_BP,GO:0003289,GO:0003289,atrial septum primum morphogenesis,BP,biological_process,5
hu6800,GO_BP,GO:0003290,GO:0003290,atrial septum secundum morphogenesis,BP,biological_process,1
hu6800,GO_BP,GO:0003300,GO:0003300,cardiac muscle hypertrophy,BP,biological_process,9
hu6800,GO_BP,GO:0003309,GO:0003309,type B pancreatic cell differentiation,BP,biological_process,3
hu6800,GO_BP,GO:0003310,GO:0003310,pancreatic A cell differentiation,BP,biological_process,1
hu6800,GO_BP,GO:0003322,GO:0003322,pancreatic A cell development,BP,biological_process,1
hu6800,GO_BP,GO:0003323,GO:0003323,type B pancreatic cell development,BP,biological_process,6
hu6800,GO_BP,GO:0003331,GO:0003331,positive regulation of extracellular matrix constituent secretion,BP,biological_process,1
hu6800,GO_BP,GO:0003332,GO:0003332,negative regulation of extracellular matrix constituent secretion,BP,biological_process,2
hu6800,GO_BP,GO:0003333,GO:0003333,amino acid transmembrane transport,BP,biological_process,7
hu6800,GO_BP,GO:0003334,GO:0003334,keratinocyte development,BP,biological_process,2
hu6800,GO_BP,GO:0003336,GO:0003336,corneocyte desquamation,BP,biological_process,1
hu6800,GO_BP,GO:0003337,GO:0003337,mesenchymal to epithelial transition involved in metanephros morphogenesis,BP,biological_process,5
hu6800,GO_BP,GO:0003340,GO:0003340,negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis,BP,biological_process,6
hu6800,GO_BP,GO:0003341,GO:0003341,cilium movement,BP,biological_process,4
hu6800,GO_BP,GO:0003344,GO:0003344,pericardium morphogenesis,BP,biological_process,3
hu6800,GO_BP,GO:0003350,GO:0003350,pulmonary myocardium development,BP,biological_process,1
hu6800,GO_BP,GO:0003351,GO:0003351,epithelial cilium movement involved in extracellular fluid movement,BP,biological_process,2
hu6800,GO_BP,GO:0003357,GO:0003357,noradrenergic neuron differentiation,BP,biological_process,5
hu6800,GO_BP,GO:0003358,GO:0003358,noradrenergic neuron development,BP,biological_process,3
hu6800,GO_BP,GO:0003359,GO:0003359,noradrenergic neuron fate commitment,BP,biological_process,1
hu6800,GO_BP,GO:0003360,GO:0003360,brainstem development,BP,biological_process,5
hu6800,GO_BP,GO:0003366,GO:0003366,cell-matrix adhesion involved in ameboidal cell migration,BP,biological_process,2
hu6800,GO_BP,GO:0003376,GO:0003376,sphingosine-1-phosphate receptor signaling pathway,BP,biological_process,9
hu6800,GO_BP,GO:0003382,GO:0003382,epithelial cell morphogenesis,BP,biological_process,1
hu6800,GO_BP,GO:0003404,GO:0003404,optic vesicle morphogenesis,BP,biological_process,2
hu6800,GO_BP,GO:0003406,GO:0003406,retinal pigment epithelium development,BP,biological_process,3
hu6800,GO_BP,GO:0003407,GO:0003407,neural retina development,BP,biological_process,15
hu6800,GO_BP,GO:0003408,GO:0003408,optic cup formation involved in camera-type eye development,BP,biological_process,1
hu6800,GO_BP,GO:0003409,GO:0003409,optic cup structural organization,BP,biological_process,2
hu6800,GO_BP,GO:0003413,GO:0003413,chondrocyte differentiation involved in endochondral bone morphogenesis,BP,biological_process,1
hu6800,GO_BP,GO:0003415,GO:0003415,chondrocyte hypertrophy,BP,biological_process,1
hu6800,GO_BP,GO:0003416,GO:0003416,endochondral bone growth,BP,biological_process,3
hu6800,GO_BP,GO:0003417,GO:0003417,growth plate cartilage development,BP,biological_process,1
hu6800,GO_BP,GO:0003418,GO:0003418,growth plate cartilage chondrocyte differentiation,BP,biological_process,2
hu6800,GO_BP,GO:0003419,GO:0003419,growth plate cartilage chondrocyte proliferation,BP,biological_process,2
hu6800,GO_BP,GO:0003421,GO:0003421,growth plate cartilage axis specification,BP,biological_process,1
hu6800,GO_BP,GO:0003430,GO:0003430,growth plate cartilage chondrocyte growth,BP,biological_process,3
hu6800,GO_MF,GO:0003674,GO:0003674,molecular_function,MF,molecular_function,9
hu6800,GO_MF,GO:0003676,GO:0003676,nucleic acid binding,MF,molecular_function,231
hu6800,GO_MF,GO:0003677,GO:0003677,DNA binding,MF,molecular_function,987
hu6800,GO_MF,GO:0003678,GO:0003678,DNA helicase activity,MF,molecular_function,29
hu6800,GO_MF,GO:0003680,GO:0003680,minor groove of adenine-thymine-rich DNA binding,MF,molecular_function,12
hu6800,GO_MF,GO:0003681,GO:0003681,bent DNA binding,MF,molecular_function,1
hu6800,GO_MF,GO:0003682,GO:0003682,chromatin binding,MF,molecular_function,276
hu6800,GO_MF,GO:0003684,GO:0003684,damaged DNA binding,MF,molecular_function,44
hu6800,GO_MF,GO:0003688,GO:0003688,DNA replication origin binding,MF,molecular_function,10
hu6800,GO_MF,GO:0003689,GO:0003689,DNA clamp loader activity,MF,molecular_function,6
hu6800,GO_MF,GO:0003690,GO:0003690,double-stranded DNA binding,MF,molecular_function,93
hu6800,GO_MF,GO:0003691,GO:0003691,double-stranded telomeric DNA binding,MF,molecular_function,11
hu6800,GO_MF,GO:0003696,GO:0003696,satellite DNA binding,MF,molecular_function,2
hu6800,GO_MF,GO:0003697,GO:0003697,single-stranded DNA binding,MF,molecular_function,74
hu6800,GO_MF,GO:0003700,GO:0003700,DNA-binding transcription factor activity,MF,molecular_function,437
hu6800,GO_MF,GO:0003707,GO:0003707,steroid hormone receptor activity,MF,molecular_function,27
hu6800,GO_MF,GO:0003711,GO:0003711,transcription elongation regulator activity,MF,molecular_function,5
hu6800,GO_MF,GO:0003712,GO:0003712,transcription coregulator activity,MF,molecular_function,67
hu6800,GO_MF,GO:0003713,GO:0003713,transcription coactivator activity,MF,molecular_function,141
hu6800,GO_MF,GO:0003714,GO:0003714,transcription corepressor activity,MF,molecular_function,106
hu6800,GO_MF,GO:0003720,GO:0003720,telomerase activity,MF,molecular_function,7
hu6800,GO_MF,GO:0003723,GO:0003723,RNA binding,MF,molecular_function,714
hu6800,GO_MF,GO:0003724,GO:0003724,RNA helicase activity,MF,molecular_function,27
hu6800,GO_MF,GO:0003725,GO:0003725,double-stranded RNA binding,MF,molecular_function,32
hu6800,GO_MF,GO:0003726,GO:0003726,double-stranded RNA adenosine deaminase activity,MF,molecular_function,2
hu6800,GO_MF,GO:0003727,GO:0003727,single-stranded RNA binding,MF,molecular_function,19
hu6800,GO_MF,GO:0003729,GO:0003729,mRNA binding,MF,molecular_function,124
hu6800,GO_MF,GO:0003730,GO:0003730,mRNA 3'-UTR binding,MF,molecular_function,60
hu6800,GO_MF,GO:0003735,GO:0003735,structural constituent of ribosome,MF,molecular_function,88
hu6800,GO_MF,GO:0003743,GO:0003743,translation initiation factor activity,MF,molecular_function,27
hu6800,GO_MF,GO:0003746,GO:0003746,translation elongation factor activity,MF,molecular_function,12
hu6800,GO_MF,GO:0003747,GO:0003747,translation release factor activity,MF,molecular_function,4
hu6800,GO_MF,GO:0003755,GO:0003755,peptidyl-prolyl cis-trans isomerase activity,MF,molecular_function,18
hu6800,GO_MF,GO:0003756,GO:0003756,protein disulfide isomerase activity,MF,molecular_function,9
hu6800,GO_MF,GO:0003774,GO:0003774,motor activity,MF,molecular_function,30
hu6800,GO_MF,GO:0003777,GO:0003777,microtubule motor activity,MF,molecular_function,18
hu6800,GO_MF,GO:0003779,GO:0003779,actin binding,MF,molecular_function,175
hu6800,GO_MF,GO:0003785,GO:0003785,actin monomer binding,MF,molecular_function,17
