ontology,go_id,go_name,root_node,n_chips,total_probe_memberships
BP,GO:0048007,"antigen processing and presentation, exogenous lipid antigen via MHC class Ib",biological_process,1,5
BP,GO:0048008,platelet-derived growth factor receptor signaling pathway,biological_process,2,23
BP,GO:0048009,insulin-like growth factor receptor signaling pathway,biological_process,2,40
BP,GO:0048010,vascular endothelial growth factor receptor signaling pathway,biological_process,2,40
BP,GO:0048012,hepatocyte growth factor receptor signaling pathway,biological_process,2,11
BP,GO:0048013,ephrin receptor signaling pathway,biological_process,2,55
BP,GO:0048015,phosphatidylinositol-mediated signaling,biological_process,2,27
BP,GO:0048023,positive regulation of melanin biosynthetic process,biological_process,1,10
BP,GO:0048024,"regulation of mRNA splicing, via spliceosome",biological_process,2,34
BP,GO:0048025,"negative regulation of mRNA splicing, via spliceosome",biological_process,2,35
BP,GO:0048026,"positive regulation of mRNA splicing, via spliceosome",biological_process,2,20
BP,GO:0048041,focal adhesion assembly,biological_process,2,28
BP,GO:0048048,embryonic eye morphogenesis,biological_process,1,8
BP,GO:0048066,developmental pigmentation,biological_process,2,11
BP,GO:0048069,eye pigmentation,biological_process,1,5
BP,GO:0048103,somatic stem cell division,biological_process,1,5
BP,GO:0048143,astrocyte activation,biological_process,2,24
BP,GO:0048146,positive regulation of fibroblast proliferation,biological_process,2,51
BP,GO:0048147,negative regulation of fibroblast proliferation,biological_process,2,28
BP,GO:0048148,behavioral response to cocaine,biological_process,1,14
BP,GO:0048149,behavioral response to ethanol,biological_process,1,12
BP,GO:0048167,regulation of synaptic plasticity,biological_process,2,70
BP,GO:0048168,regulation of neuronal synaptic plasticity,biological_process,2,27
BP,GO:0048169,regulation of long-term neuronal synaptic plasticity,biological_process,1,8
BP,GO:0048170,positive regulation of long-term neuronal synaptic plasticity,biological_process,1,8
BP,GO:0048172,regulation of short-term neuronal synaptic plasticity,biological_process,1,5
BP,GO:0048193,Golgi vesicle transport,biological_process,2,19
BP,GO:0048205,COPI coating of Golgi vesicle,biological_process,1,6
BP,GO:0048208,COPII vesicle coating,biological_process,2,26
BP,GO:0048227,plasma membrane to endosome transport,biological_process,1,8
BP,GO:0048240,sperm capacitation,biological_process,1,9
BP,GO:0048245,eosinophil chemotaxis,biological_process,1,19
BP,GO:0048246,macrophage chemotaxis,biological_process,1,12
BP,GO:0048247,lymphocyte chemotaxis,biological_process,1,6
BP,GO:0048250,iron import into the mitochondrion,biological_process,1,8
BP,GO:0048251,elastic fiber assembly,biological_process,1,12
BP,GO:0048255,mRNA stabilization,biological_process,2,53
BP,GO:0048260,positive regulation of receptor-mediated endocytosis,biological_process,2,26
BP,GO:0048261,negative regulation of receptor-mediated endocytosis,biological_process,1,10
BP,GO:0048265,response to pain,biological_process,1,8
BP,GO:0048266,behavioral response to pain,biological_process,1,11
BP,GO:0048268,clathrin coat assembly,biological_process,2,20
BP,GO:0048278,vesicle docking,biological_process,2,24
BP,GO:0048280,vesicle fusion with Golgi apparatus,biological_process,1,5
BP,GO:0048286,lung alveolus development,biological_process,2,20
BP,GO:0048298,positive regulation of isotype switching to IgA isotypes,biological_process,1,6
BP,GO:0048304,positive regulation of isotype switching to IgG isotypes,biological_process,1,6
BP,GO:0048311,mitochondrion distribution,biological_process,1,7
BP,GO:0048312,intracellular distribution of mitochondria,biological_process,2,10
BP,GO:0048333,mesodermal cell differentiation,biological_process,1,12
BP,GO:0048384,retinoic acid receptor signaling pathway,biological_process,2,32
BP,GO:0048388,endosomal lumen acidification,biological_process,2,17
BP,GO:0048468,cell development,biological_process,2,37
BP,GO:0048469,cell maturation,biological_process,1,7
BP,GO:0048477,oogenesis,biological_process,2,14
BP,GO:0048484,enteric nervous system development,biological_process,1,7
BP,GO:0048485,sympathetic nervous system development,biological_process,2,22
BP,GO:0048488,synaptic vesicle endocytosis,biological_process,2,41
BP,GO:0048489,synaptic vesicle transport,biological_process,2,25
BP,GO:0048490,anterograde synaptic vesicle transport,biological_process,2,18
BP,GO:0048511,rhythmic process,biological_process,2,202
BP,GO:0048513,animal organ development,biological_process,2,98
BP,GO:0048514,blood vessel morphogenesis,biological_process,2,21
BP,GO:0048535,lymph node development,biological_process,1,5
BP,GO:0048536,spleen development,biological_process,2,15
BP,GO:0048538,thymus development,biological_process,2,14
BP,GO:0048545,response to steroid hormone,biological_process,2,36
BP,GO:0048557,embryonic digestive tract morphogenesis,biological_process,1,6
BP,GO:0048562,embryonic organ morphogenesis,biological_process,1,5
BP,GO:0048565,digestive tract development,biological_process,1,15
BP,GO:0048566,embryonic digestive tract development,biological_process,1,13
BP,GO:0048568,embryonic organ development,biological_process,2,26
BP,GO:0048589,developmental growth,biological_process,1,7
BP,GO:0048593,camera-type eye morphogenesis,biological_process,2,20
BP,GO:0048596,embryonic camera-type eye morphogenesis,biological_process,2,11
BP,GO:0048598,embryonic morphogenesis,biological_process,2,24
BP,GO:0048646,anatomical structure formation involved in morphogenesis,biological_process,1,5
BP,GO:0048660,regulation of smooth muscle cell proliferation,biological_process,1,15
BP,GO:0048661,positive regulation of smooth muscle cell proliferation,biological_process,2,65
BP,GO:0048662,negative regulation of smooth muscle cell proliferation,biological_process,2,39
BP,GO:0048663,neuron fate commitment,biological_process,1,6
BP,GO:0048665,neuron fate specification,biological_process,1,9
BP,GO:0048666,neuron development,biological_process,2,55
BP,GO:0048667,cell morphogenesis involved in neuron differentiation,biological_process,1,8
BP,GO:0048671,negative regulation of collateral sprouting,biological_process,2,10
BP,GO:0048675,axon extension,biological_process,2,25
BP,GO:0048678,response to axon injury,biological_process,2,36
BP,GO:0048681,negative regulation of axon regeneration,biological_process,1,7
BP,GO:0048699,generation of neurons,biological_process,2,15
BP,GO:0048701,embryonic cranial skeleton morphogenesis,biological_process,1,12
BP,GO:0048704,embryonic skeletal system morphogenesis,biological_process,1,13
BP,GO:0048705,skeletal system morphogenesis,biological_process,2,20
BP,GO:0048706,embryonic skeletal system development,biological_process,2,17
BP,GO:0048708,astrocyte differentiation,biological_process,1,6
BP,GO:0048709,oligodendrocyte differentiation,biological_process,2,19
BP,GO:0048710,regulation of astrocyte differentiation,biological_process,1,5
BP,GO:0048711,positive regulation of astrocyte differentiation,biological_process,2,10
BP,GO:0048714,positive regulation of oligodendrocyte differentiation,biological_process,2,17
BP,GO:0048715,negative regulation of oligodendrocyte differentiation,biological_process,2,12
BP,GO:0048731,system development,biological_process,2,88
BP,GO:0048738,cardiac muscle tissue development,biological_process,1,13
BP,GO:0048741,skeletal muscle fiber development,biological_process,2,18
BP,GO:0048743,positive regulation of skeletal muscle fiber development,biological_process,1,5
BP,GO:0048745,smooth muscle tissue development,biological_process,2,16
BP,GO:0048754,branching morphogenesis of an epithelial tube,biological_process,2,12
BP,GO:0048762,mesenchymal cell differentiation,biological_process,1,8
BP,GO:0048771,tissue remodeling,biological_process,1,10
BP,GO:0048806,genitalia development,biological_process,1,7
BP,GO:0048812,neuron projection morphogenesis,biological_process,2,65
BP,GO:0048813,dendrite morphogenesis,biological_process,2,28
BP,GO:0048814,regulation of dendrite morphogenesis,biological_process,2,23
BP,GO:0048821,erythrocyte development,biological_process,2,18
BP,GO:0048839,inner ear development,biological_process,2,30
BP,GO:0048842,positive regulation of axon extension involved in axon guidance,biological_process,2,12
BP,GO:0048844,artery morphogenesis,biological_process,2,24
BP,GO:0048846,axon extension involved in axon guidance,biological_process,2,14
BP,GO:0048853,forebrain morphogenesis,biological_process,2,12
BP,GO:0048854,brain morphogenesis,biological_process,2,10
BP,GO:0048858,cell projection morphogenesis,biological_process,1,5
BP,GO:0048861,leukemia inhibitory factor signaling pathway,biological_process,1,7
BP,GO:0048863,stem cell differentiation,biological_process,2,43
BP,GO:0048870,cell motility,biological_process,2,50
BP,GO:0048935,peripheral nervous system neuron development,biological_process,1,10
BP,GO:0050427,3'-phosphoadenosine 5'-phosphosulfate metabolic process,biological_process,2,11
BP,GO:0050435,amyloid-beta metabolic process,biological_process,1,6
BP,GO:0050482,arachidonic acid secretion,biological_process,2,20
BP,GO:0050650,chondroitin sulfate proteoglycan biosynthetic process,biological_process,1,15
BP,GO:0050651,dermatan sulfate proteoglycan biosynthetic process,biological_process,1,8
BP,GO:0050658,RNA transport,biological_process,1,5
BP,GO:0050665,hydrogen peroxide biosynthetic process,biological_process,1,6
BP,GO:0050667,homocysteine metabolic process,biological_process,1,7
BP,GO:0050671,positive regulation of lymphocyte proliferation,biological_process,1,6
BP,GO:0050673,epithelial cell proliferation,biological_process,1,5
BP,GO:0050678,regulation of epithelial cell proliferation,biological_process,1,6
BP,GO:0050679,positive regulation of epithelial cell proliferation,biological_process,2,51
BP,GO:0050680,negative regulation of epithelial cell proliferation,biological_process,2,43
BP,GO:0050684,regulation of mRNA processing,biological_process,2,16
BP,GO:0050687,negative regulation of defense response to virus,biological_process,1,11
BP,GO:0050708,regulation of protein secretion,biological_process,2,14
BP,GO:0050709,negative regulation of protein secretion,biological_process,2,24
BP,GO:0050714,positive regulation of protein secretion,biological_process,2,59
BP,GO:0050727,regulation of inflammatory response,biological_process,2,79
BP,GO:0050728,negative regulation of inflammatory response,biological_process,2,129
BP,GO:0050729,positive regulation of inflammatory response,biological_process,2,125
BP,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,biological_process,2,18
BP,GO:0050764,regulation of phagocytosis,biological_process,1,6
BP,GO:0050765,negative regulation of phagocytosis,biological_process,2,19
BP,GO:0050766,positive regulation of phagocytosis,biological_process,2,61
BP,GO:0050767,regulation of neurogenesis,biological_process,2,43
BP,GO:0050768,negative regulation of neurogenesis,biological_process,2,28
BP,GO:0050769,positive regulation of neurogenesis,biological_process,2,28
BP,GO:0050770,regulation of axonogenesis,biological_process,2,24
BP,GO:0050771,negative regulation of axonogenesis,biological_process,2,14
BP,GO:0050772,positive regulation of axonogenesis,biological_process,2,28
BP,GO:0050773,regulation of dendrite development,biological_process,1,5
BP,GO:0050775,positive regulation of dendrite morphogenesis,biological_process,2,18
BP,GO:0050776,regulation of immune response,biological_process,2,39
BP,GO:0050777,negative regulation of immune response,biological_process,1,8
BP,GO:0050778,positive regulation of immune response,biological_process,1,47
BP,GO:0050793,regulation of developmental process,biological_process,2,46
BP,GO:0050795,regulation of behavior,biological_process,1,8
BP,GO:0050796,regulation of insulin secretion,biological_process,2,62
BP,GO:0050804,modulation of chemical synaptic transmission,biological_process,2,121
BP,GO:0050805,negative regulation of synaptic transmission,biological_process,1,6
BP,GO:0050806,positive regulation of synaptic transmission,biological_process,2,15
BP,GO:0050807,regulation of synapse organization,biological_process,2,29
BP,GO:0050808,synapse organization,biological_process,2,56
BP,GO:0050810,regulation of steroid biosynthetic process,biological_process,1,5
BP,GO:0050819,negative regulation of coagulation,biological_process,1,5
BP,GO:0050821,protein stabilization,biological_process,2,259
BP,GO:0050829,defense response to Gram-negative bacterium,biological_process,2,76
BP,GO:0050830,defense response to Gram-positive bacterium,biological_process,2,89
BP,GO:0050832,defense response to fungus,biological_process,1,19
BP,GO:0050847,progesterone receptor signaling pathway,biological_process,2,17
BP,GO:0050848,regulation of calcium-mediated signaling,biological_process,2,24
BP,GO:0050849,negative regulation of calcium-mediated signaling,biological_process,1,7
BP,GO:0050850,positive regulation of calcium-mediated signaling,biological_process,1,29
BP,GO:0050852,T cell receptor signaling pathway,biological_process,2,126
BP,GO:0050853,B cell receptor signaling pathway,biological_process,2,68
BP,GO:0050859,negative regulation of B cell receptor signaling pathway,biological_process,1,7
BP,GO:0050860,negative regulation of T cell receptor signaling pathway,biological_process,2,36
BP,GO:0050862,positive regulation of T cell receptor signaling pathway,biological_process,2,15
BP,GO:0050863,regulation of T cell activation,biological_process,2,10
BP,GO:0050868,negative regulation of T cell activation,biological_process,2,29
BP,GO:0050869,negative regulation of B cell activation,biological_process,1,5
BP,GO:0050870,positive regulation of T cell activation,biological_process,2,62
BP,GO:0050872,white fat cell differentiation,biological_process,2,12
BP,GO:0050873,brown fat cell differentiation,biological_process,2,15
BP,GO:0050877,nervous system process,biological_process,2,28
BP,GO:0050885,neuromuscular process controlling balance,biological_process,1,6
BP,GO:0050890,cognition,biological_process,2,54
BP,GO:0050891,multicellular organismal water homeostasis,biological_process,1,12
BP,GO:0050892,intestinal absorption,biological_process,1,9
BP,GO:0050900,leukocyte migration,biological_process,2,43
BP,GO:0050901,leukocyte tethering or rolling,biological_process,2,31
BP,GO:0050905,neuromuscular process,biological_process,2,12
BP,GO:0050908,detection of light stimulus involved in visual perception,biological_process,1,8
BP,GO:0050910,detection of mechanical stimulus involved in sensory perception of sound,biological_process,1,7
BP,GO:0050911,detection of chemical stimulus involved in sensory perception of smell,biological_process,1,7
BP,GO:0050915,sensory perception of sour taste,biological_process,1,6
BP,GO:0050918,positive chemotaxis,biological_process,2,55
BP,GO:0050919,negative chemotaxis,biological_process,2,42
BP,GO:0050920,regulation of chemotaxis,biological_process,2,19
BP,GO:0050921,positive regulation of chemotaxis,biological_process,1,21
BP,GO:0050922,negative regulation of chemotaxis,biological_process,1,5
BP,GO:0050927,positive regulation of positive chemotaxis,biological_process,1,14
BP,GO:0050930,induction of positive chemotaxis,biological_process,1,12
BP,GO:0050965,detection of temperature stimulus involved in sensory perception of pain,biological_process,2,16
BP,GO:0050966,detection of mechanical stimulus involved in sensory perception of pain,biological_process,1,6
BP,GO:0050982,detection of mechanical stimulus,biological_process,1,7
BP,GO:0050995,negative regulation of lipid catabolic process,biological_process,2,23
BP,GO:0050996,positive regulation of lipid catabolic process,biological_process,1,5
BP,GO:0051000,positive regulation of nitric-oxide synthase activity,biological_process,1,6
BP,GO:0051014,actin filament severing,biological_process,2,13
BP,GO:0051016,barbed-end actin filament capping,biological_process,2,23
BP,GO:0051017,actin filament bundle assembly,biological_process,2,45
BP,GO:0051028,mRNA transport,biological_process,2,142
BP,GO:0051036,regulation of endosome size,biological_process,1,8
BP,GO:0051044,positive regulation of membrane protein ectodomain proteolysis,biological_process,2,24
BP,GO:0051045,negative regulation of membrane protein ectodomain proteolysis,biological_process,2,13
BP,GO:0051049,regulation of transport,biological_process,2,35
BP,GO:0051051,negative regulation of transport,biological_process,2,11
BP,GO:0051056,regulation of small GTPase mediated signal transduction,biological_process,2,101
BP,GO:0051057,positive regulation of small GTPase mediated signal transduction,biological_process,1,6
BP,GO:0051058,negative regulation of small GTPase mediated signal transduction,biological_process,2,19
BP,GO:0051093,negative regulation of developmental process,biological_process,2,17
BP,GO:0051094,positive regulation of developmental process,biological_process,2,22
BP,GO:0051122,hepoxilin biosynthetic process,biological_process,1,5
BP,GO:0051123,RNA polymerase II preinitiation complex assembly,biological_process,2,42
BP,GO:0051129,negative regulation of cellular component organization,biological_process,1,5
BP,GO:0051130,positive regulation of cellular component organization,biological_process,2,26
BP,GO:0051131,chaperone-mediated protein complex assembly,biological_process,1,10
BP,GO:0051132,NK T cell activation,biological_process,1,7
BP,GO:0051142,positive regulation of NK T cell proliferation,biological_process,1,5
BP,GO:0051145,smooth muscle cell differentiation,biological_process,1,9
BP,GO:0051147,regulation of muscle cell differentiation,biological_process,1,5
BP,GO:0051149,positive regulation of muscle cell differentiation,biological_process,1,16
BP,GO:0051151,negative regulation of smooth muscle cell differentiation,biological_process,1,6
BP,GO:0051152,positive regulation of smooth muscle cell differentiation,biological_process,1,7
BP,GO:0051156,glucose 6-phosphate metabolic process,biological_process,1,8
BP,GO:0051168,nuclear export,biological_process,2,22
BP,GO:0051170,import into nucleus,biological_process,1,6
BP,GO:0051180,vitamin transport,biological_process,1,7
BP,GO:0051205,protein insertion into membrane,biological_process,1,6
BP,GO:0051209,release of sequestered calcium ion into cytosol,biological_process,2,53
BP,GO:0051216,cartilage development,biological_process,2,58
BP,GO:0051223,regulation of protein transport,biological_process,2,10
BP,GO:0051225,spindle assembly,biological_process,2,36
BP,GO:0051239,regulation of multicellular organismal process,biological_process,2,37
BP,GO:0051240,positive regulation of multicellular organismal process,biological_process,2,48
BP,GO:0051241,negative regulation of multicellular organismal process,biological_process,2,21
BP,GO:0051246,regulation of protein metabolic process,biological_process,2,23
BP,GO:0051247,positive regulation of protein metabolic process,biological_process,2,34
BP,GO:0051248,negative regulation of protein metabolic process,biological_process,1,6
BP,GO:0051252,regulation of RNA metabolic process,biological_process,1,5
BP,GO:0051256,mitotic spindle midzone assembly,biological_process,1,6
BP,GO:0051258,protein polymerization,biological_process,2,18
BP,GO:0051259,protein complex oligomerization,biological_process,2,33
BP,GO:0051260,protein homooligomerization,biological_process,2,88
BP,GO:0051262,protein tetramerization,biological_process,2,34
BP,GO:0051276,chromosome organization,biological_process,2,42
BP,GO:0051279,regulation of release of sequestered calcium ion into cytosol,biological_process,1,5
BP,GO:0051280,negative regulation of release of sequestered calcium ion into cytosol,biological_process,1,5
BP,GO:0051281,positive regulation of release of sequestered calcium ion into cytosol,biological_process,2,35
BP,GO:0051289,protein homotetramerization,biological_process,2,59
BP,GO:0051290,protein heterotetramerization,biological_process,2,25
BP,GO:0051292,nuclear pore complex assembly,biological_process,2,12
BP,GO:0051298,centrosome duplication,biological_process,2,15
BP,GO:0051301,cell division,biological_process,2,389
BP,GO:0051302,regulation of cell division,biological_process,2,12
BP,GO:0051310,metaphase plate congression,biological_process,1,6
BP,GO:0051315,attachment of mitotic spindle microtubules to kinetochore,biological_process,2,13
BP,GO:0051321,meiotic cell cycle,biological_process,2,74
BP,GO:0051382,kinetochore assembly,biological_process,2,18
BP,GO:0051384,response to glucocorticoid,biological_process,2,56
BP,GO:0051402,neuron apoptotic process,biological_process,2,43
BP,GO:0051403,stress-activated MAPK cascade,biological_process,2,21
BP,GO:0051412,response to corticosterone,biological_process,1,16
BP,GO:0051445,regulation of meiotic cell cycle,biological_process,1,12
BP,GO:0051450,myoblast proliferation,biological_process,1,5
BP,GO:0051452,intracellular pH reduction,biological_process,2,15
BP,GO:0051453,regulation of intracellular pH,biological_process,2,21
BP,GO:0051457,maintenance of protein location in nucleus,biological_process,2,15
BP,GO:0051469,vesicle fusion with vacuole,biological_process,1,9
BP,GO:0051480,regulation of cytosolic calcium ion concentration,biological_process,2,43
BP,GO:0051481,negative regulation of cytosolic calcium ion concentration,biological_process,2,18
BP,GO:0051489,regulation of filopodium assembly,biological_process,2,19
BP,GO:0051491,positive regulation of filopodium assembly,biological_process,2,30
BP,GO:0051492,regulation of stress fiber assembly,biological_process,2,13
BP,GO:0051493,regulation of cytoskeleton organization,biological_process,2,29
BP,GO:0051495,positive regulation of cytoskeleton organization,biological_process,1,6
BP,GO:0051496,positive regulation of stress fiber assembly,biological_process,2,67
BP,GO:0051497,negative regulation of stress fiber assembly,biological_process,2,36
BP,GO:0051549,positive regulation of keratinocyte migration,biological_process,2,16
BP,GO:0051560,mitochondrial calcium ion homeostasis,biological_process,1,9
BP,GO:0051561,positive regulation of mitochondrial calcium ion concentration,biological_process,1,6
BP,GO:0051584,regulation of dopamine uptake involved in synaptic transmission,biological_process,1,7
BP,GO:0051591,response to cAMP,biological_process,2,38
BP,GO:0051592,response to calcium ion,biological_process,2,68
BP,GO:0051597,response to methylmercury,biological_process,1,5
BP,GO:0051602,response to electrical stimulus,biological_process,2,29
BP,GO:0051604,protein maturation,biological_process,2,102
BP,GO:0051607,defense response to virus,biological_process,2,229
BP,GO:0051621,regulation of norepinephrine uptake,biological_process,2,16
BP,GO:0051623,positive regulation of norepinephrine uptake,biological_process,2,15
BP,GO:0051639,actin filament network formation,biological_process,2,14
BP,GO:0051642,centrosome localization,biological_process,1,15
BP,GO:0051646,mitochondrion localization,biological_process,1,6
BP,GO:0051649,establishment of localization in cell,biological_process,1,12
BP,GO:0051650,establishment of vesicle localization,biological_process,1,5
BP,GO:0051683,establishment of Golgi localization,biological_process,1,8
BP,GO:0051693,actin filament capping,biological_process,2,18
BP,GO:0051702,biological process involved in interaction with symbiont,biological_process,1,6
BP,GO:0051707,response to other organism,biological_process,1,8
BP,GO:0051726,regulation of cell cycle,biological_process,2,271
BP,GO:0051764,actin crosslink formation,biological_process,2,13
BP,GO:0051775,response to redox state,biological_process,2,15
BP,GO:0051781,positive regulation of cell division,biological_process,2,54
BP,GO:0051782,negative regulation of cell division,biological_process,1,5
BP,GO:0051823,regulation of synapse structural plasticity,biological_process,1,5
BP,GO:0051865,protein autoubiquitination,biological_process,2,59
BP,GO:0051881,regulation of mitochondrial membrane potential,biological_process,2,26
BP,GO:0051891,positive regulation of cardioblast differentiation,biological_process,1,5
BP,GO:0051893,regulation of focal adhesion assembly,biological_process,2,38
BP,GO:0051894,positive regulation of focal adhesion assembly,biological_process,2,36
BP,GO:0051895,negative regulation of focal adhesion assembly,biological_process,2,32
BP,GO:0051896,regulation of protein kinase B signaling,biological_process,2,23
BP,GO:0051897,positive regulation of protein kinase B signaling,biological_process,2,225
BP,GO:0051898,negative regulation of protein kinase B signaling,biological_process,2,56
BP,GO:0051899,membrane depolarization,biological_process,2,40
BP,GO:0051901,positive regulation of mitochondrial depolarization,biological_process,1,6
BP,GO:0051902,negative regulation of mitochondrial depolarization,biological_process,1,7
BP,GO:0051917,regulation of fibrinolysis,biological_process,1,5
BP,GO:0051918,negative regulation of fibrinolysis,biological_process,1,15
BP,GO:0051919,positive regulation of fibrinolysis,biological_process,1,6
BP,GO:0051923,sulfation,biological_process,1,5
BP,GO:0051924,regulation of calcium ion transport,biological_process,2,26
BP,GO:0051926,negative regulation of calcium ion transport,biological_process,1,6
BP,GO:0051928,positive regulation of calcium ion transport,biological_process,2,25
BP,GO:0051930,regulation of sensory perception of pain,biological_process,1,13
BP,GO:0051932,"synaptic transmission, GABAergic",biological_process,2,26
BP,GO:0051963,regulation of synapse assembly,biological_process,2,28
BP,GO:0051965,positive regulation of synapse assembly,biological_process,2,35
BP,GO:0051966,"regulation of synaptic transmission, glutamatergic",biological_process,2,33
BP,GO:0051967,"negative regulation of synaptic transmission, glutamatergic",biological_process,1,9
BP,GO:0051968,"positive regulation of synaptic transmission, glutamatergic",biological_process,1,13
BP,GO:0051983,regulation of chromosome segregation,biological_process,2,11
BP,GO:0051984,positive regulation of chromosome segregation,biological_process,1,5
BP,GO:0051988,regulation of attachment of spindle microtubules to kinetochore,biological_process,1,6
BP,GO:0052651,monoacylglycerol catabolic process,biological_process,1,6
BP,GO:0055001,muscle cell development,biological_process,1,10
BP,GO:0055003,cardiac myofibril assembly,biological_process,1,7
BP,GO:0055007,cardiac muscle cell differentiation,biological_process,2,20
BP,GO:0055008,cardiac muscle tissue morphogenesis,biological_process,1,5
BP,GO:0055010,ventricular cardiac muscle tissue morphogenesis,biological_process,2,25
BP,GO:0055013,cardiac muscle cell development,biological_process,1,12
BP,GO:0055062,phosphate ion homeostasis,biological_process,1,6
BP,GO:0055064,chloride ion homeostasis,biological_process,1,6
BP,GO:0055074,calcium ion homeostasis,biological_process,2,30
BP,GO:0055075,potassium ion homeostasis,biological_process,2,14
BP,GO:0055078,sodium ion homeostasis,biological_process,2,19
BP,GO:0055080,cation homeostasis,biological_process,1,5
BP,GO:0055085,transmembrane transport,biological_process,2,388
BP,GO:0055088,lipid homeostasis,biological_process,2,41
BP,GO:0055089,fatty acid homeostasis,biological_process,2,21
BP,GO:0055091,phospholipid homeostasis,biological_process,2,20
BP,GO:0055093,response to hyperoxia,biological_process,1,13
BP,GO:0055096,low-density lipoprotein particle mediated signaling,biological_process,1,5
BP,GO:0055117,regulation of cardiac muscle contraction,biological_process,2,22
BP,GO:0055119,relaxation of cardiac muscle,biological_process,1,15
BP,GO:0060021,roof of mouth development,biological_process,2,38
BP,GO:0060037,pharyngeal system development,biological_process,1,13
BP,GO:0060038,cardiac muscle cell proliferation,biological_process,2,12
BP,GO:0060041,retina development in camera-type eye,biological_process,2,26
BP,GO:0060043,regulation of cardiac muscle cell proliferation,biological_process,1,5
BP,GO:0060044,negative regulation of cardiac muscle cell proliferation,biological_process,1,5
BP,GO:0060045,positive regulation of cardiac muscle cell proliferation,biological_process,2,28
BP,GO:0060047,heart contraction,biological_process,2,20
BP,GO:0060048,cardiac muscle contraction,biological_process,2,42
BP,GO:0060055,angiogenesis involved in wound healing,biological_process,1,5
BP,GO:0060059,embryonic retina morphogenesis in camera-type eye,biological_process,1,6
BP,GO:0060065,uterus development,biological_process,1,5
BP,GO:0060070,canonical Wnt signaling pathway,biological_process,2,66
BP,GO:0060071,"Wnt signaling pathway, planar cell polarity pathway",biological_process,2,25
BP,GO:0060075,regulation of resting membrane potential,biological_process,1,5
BP,GO:0060078,regulation of postsynaptic membrane potential,biological_process,2,58
BP,GO:0060079,excitatory postsynaptic potential,biological_process,2,57
BP,GO:0060080,inhibitory postsynaptic potential,biological_process,1,5
BP,GO:0060081,membrane hyperpolarization,biological_process,1,5
BP,GO:0060084,synaptic transmission involved in micturition,biological_process,1,6
BP,GO:0060100,"positive regulation of phagocytosis, engulfment",biological_process,1,8
BP,GO:0060124,positive regulation of growth hormone secretion,biological_process,1,7
BP,GO:0060134,prepulse inhibition,biological_process,1,7
BP,GO:0060135,maternal process involved in female pregnancy,biological_process,1,7
BP,GO:0060155,platelet dense granule organization,biological_process,2,23
BP,GO:0060158,phospholipase C-activating dopamine receptor signaling pathway,biological_process,1,9
BP,GO:0060173,limb development,biological_process,2,30
BP,GO:0060174,limb bud formation,biological_process,1,6
BP,GO:0060213,positive regulation of nuclear-transcribed mRNA poly(A) tail shortening,biological_process,2,16
BP,GO:0060216,definitive hemopoiesis,biological_process,2,14
BP,GO:0060218,hematopoietic stem cell differentiation,biological_process,2,15
BP,GO:0060231,mesenchymal to epithelial transition,biological_process,1,9
BP,GO:0060236,regulation of mitotic spindle organization,biological_process,2,20
BP,GO:0060252,positive regulation of glial cell proliferation,biological_process,1,17
BP,GO:0060253,negative regulation of glial cell proliferation,biological_process,1,5
BP,GO:0060255,regulation of macromolecule metabolic process,biological_process,2,35
BP,GO:0060259,regulation of feeding behavior,biological_process,1,9
BP,GO:0060261,positive regulation of transcription initiation from RNA polymerase II promoter,biological_process,2,60
BP,GO:0060266,negative regulation of respiratory burst involved in inflammatory response,biological_process,1,5
BP,GO:0060267,positive regulation of respiratory burst,biological_process,1,10
BP,GO:0060271,cilium assembly,biological_process,2,127
BP,GO:0060284,regulation of cell development,biological_process,1,5
BP,GO:0060290,transdifferentiation,biological_process,1,6
BP,GO:0060291,long-term synaptic potentiation,biological_process,2,53
BP,GO:0060292,long-term synaptic depression,biological_process,2,12
BP,GO:0060294,cilium movement involved in cell motility,biological_process,1,5
BP,GO:0060296,regulation of cilium beat frequency involved in ciliary motility,biological_process,1,6
BP,GO:0060304,regulation of phosphatidylinositol dephosphorylation,biological_process,1,5
BP,GO:0060306,regulation of membrane repolarization,biological_process,2,15
BP,GO:0060307,regulation of ventricular cardiac muscle cell membrane repolarization,biological_process,1,11
BP,GO:0060314,regulation of ryanodine-sensitive calcium-release channel activity,biological_process,1,9
BP,GO:0060317,cardiac epithelial to mesenchymal transition,biological_process,2,16
BP,GO:0060322,head development,biological_process,1,7
BP,GO:0060325,face morphogenesis,biological_process,2,28
BP,GO:0060326,cell chemotaxis,biological_process,2,97
BP,GO:0060333,interferon-gamma-mediated signaling pathway,biological_process,2,27
BP,GO:0060336,negative regulation of interferon-gamma-mediated signaling pathway,biological_process,2,10
BP,GO:0060337,type I interferon signaling pathway,biological_process,2,65
BP,GO:0060338,regulation of type I interferon-mediated signaling pathway,biological_process,1,7
BP,GO:0060339,negative regulation of type I interferon-mediated signaling pathway,biological_process,2,26
BP,GO:0060340,positive regulation of type I interferon-mediated signaling pathway,biological_process,2,18
BP,GO:0060347,heart trabecula formation,biological_process,1,5
BP,GO:0060348,bone development,biological_process,2,44
BP,GO:0060349,bone morphogenesis,biological_process,2,13
BP,GO:0060354,negative regulation of cell adhesion molecule production,biological_process,1,5
