ontology,go_id,go_name,root_node,n_chips,total_probe_memberships
BP,GO:0060369,positive regulation of Fc receptor mediated stimulatory signaling pathway,biological_process,1,6
BP,GO:0060371,regulation of atrial cardiac muscle cell membrane depolarization,biological_process,2,11
BP,GO:0060372,regulation of atrial cardiac muscle cell membrane repolarization,biological_process,1,6
BP,GO:0060379,cardiac muscle cell myoblast differentiation,biological_process,2,13
BP,GO:0060382,regulation of DNA strand elongation,biological_process,1,19
BP,GO:0060384,innervation,biological_process,1,7
BP,GO:0060385,axonogenesis involved in innervation,biological_process,2,15
BP,GO:0060391,positive regulation of SMAD protein signal transduction,biological_process,2,63
BP,GO:0060392,negative regulation of SMAD protein signal transduction,biological_process,2,25
BP,GO:0060395,SMAD protein signal transduction,biological_process,2,33
BP,GO:0060396,growth hormone receptor signaling pathway,biological_process,1,10
BP,GO:0060397,growth hormone receptor signaling pathway via JAK-STAT,biological_process,1,12
BP,GO:0060400,negative regulation of growth hormone receptor signaling pathway,biological_process,1,5
BP,GO:0060402,calcium ion transport into cytosol,biological_process,1,11
BP,GO:0060411,cardiac septum morphogenesis,biological_process,2,11
BP,GO:0060412,ventricular septum morphogenesis,biological_process,2,43
BP,GO:0060413,atrial septum morphogenesis,biological_process,1,6
BP,GO:0060416,response to growth hormone,biological_process,1,14
BP,GO:0060426,lung vasculature development,biological_process,1,5
BP,GO:0060441,epithelial tube branching involved in lung morphogenesis,biological_process,1,5
BP,GO:0060452,positive regulation of cardiac muscle contraction,biological_process,1,8
BP,GO:0060455,negative regulation of gastric acid secretion,biological_process,1,9
BP,GO:0060485,mesenchyme development,biological_process,1,8
BP,GO:0060537,muscle tissue development,biological_process,1,6
BP,GO:0060544,regulation of necroptotic process,biological_process,2,15
BP,GO:0060545,positive regulation of necroptotic process,biological_process,1,5
BP,GO:0060546,negative regulation of necroptotic process,biological_process,2,27
BP,GO:0060563,neuroepithelial cell differentiation,biological_process,1,5
BP,GO:0060575,intestinal epithelial cell differentiation,biological_process,1,6
BP,GO:0060586,multicellular organismal iron ion homeostasis,biological_process,2,25
BP,GO:0060591,chondroblast differentiation,biological_process,1,5
BP,GO:0060612,adipose tissue development,biological_process,2,18
BP,GO:0060627,regulation of vesicle-mediated transport,biological_process,2,16
BP,GO:0060628,regulation of ER to Golgi vesicle-mediated transport,biological_process,1,10
BP,GO:0060632,regulation of microtubule-based movement,biological_process,2,17
BP,GO:0060633,negative regulation of transcription initiation from RNA polymerase II promoter,biological_process,2,15
BP,GO:0060729,intestinal epithelial structure maintenance,biological_process,1,5
BP,GO:0060732,positive regulation of inositol phosphate biosynthetic process,biological_process,1,7
BP,GO:0060761,negative regulation of response to cytokine stimulus,biological_process,1,9
BP,GO:0060765,regulation of androgen receptor signaling pathway,biological_process,2,15
BP,GO:0060766,negative regulation of androgen receptor signaling pathway,biological_process,2,23
BP,GO:0060816,random inactivation of X chromosome,biological_process,1,14
BP,GO:0060828,regulation of canonical Wnt signaling pathway,biological_process,2,37
BP,GO:0060836,lymphatic endothelial cell differentiation,biological_process,2,10
BP,GO:0060841,venous blood vessel development,biological_process,1,5
BP,GO:0060907,positive regulation of macrophage cytokine production,biological_process,1,6
BP,GO:0060940,epithelial to mesenchymal transition involved in cardiac fibroblast development,biological_process,1,6
BP,GO:0060964,regulation of gene silencing by miRNA,biological_process,1,5
BP,GO:0060982,coronary artery morphogenesis,biological_process,1,5
BP,GO:0060992,response to fungicide,biological_process,1,5
BP,GO:0060996,dendritic spine development,biological_process,2,13
BP,GO:0060997,dendritic spine morphogenesis,biological_process,2,21
BP,GO:0060998,regulation of dendritic spine development,biological_process,2,14
BP,GO:0060999,positive regulation of dendritic spine development,biological_process,2,28
BP,GO:0061001,regulation of dendritic spine morphogenesis,biological_process,2,23
BP,GO:0061003,positive regulation of dendritic spine morphogenesis,biological_process,2,24
BP,GO:0061014,positive regulation of mRNA catabolic process,biological_process,2,21
BP,GO:0061024,membrane organization,biological_process,2,31
BP,GO:0061025,membrane fusion,biological_process,2,40
BP,GO:0061026,cardiac muscle tissue regeneration,biological_process,1,6
BP,GO:0061028,establishment of endothelial barrier,biological_process,2,23
BP,GO:0061029,eyelid development in camera-type eye,biological_process,2,17
BP,GO:0061036,positive regulation of cartilage development,biological_process,2,15
BP,GO:0061037,negative regulation of cartilage development,biological_process,1,5
BP,GO:0061042,vascular wound healing,biological_process,1,10
BP,GO:0061044,negative regulation of vascular wound healing,biological_process,1,5
BP,GO:0061045,negative regulation of wound healing,biological_process,2,14
BP,GO:0061049,cell growth involved in cardiac muscle cell development,biological_process,1,8
BP,GO:0061052,negative regulation of cell growth involved in cardiac muscle cell development,biological_process,2,17
BP,GO:0061053,somite development,biological_process,2,12
BP,GO:0061061,muscle structure development,biological_process,2,17
BP,GO:0061072,iris morphogenesis,biological_process,1,7
BP,GO:0061136,regulation of proteasomal protein catabolic process,biological_process,2,59
BP,GO:0061154,endothelial tube morphogenesis,biological_process,2,14
BP,GO:0061157,mRNA destabilization,biological_process,2,24
BP,GO:0061158,3'-UTR-mediated mRNA destabilization,biological_process,2,26
BP,GO:0061178,regulation of insulin secretion involved in cellular response to glucose stimulus,biological_process,1,5
BP,GO:0061182,negative regulation of chondrocyte development,biological_process,2,11
BP,GO:0061298,retina vasculature development in camera-type eye,biological_process,1,6
BP,GO:0061326,renal tubule development,biological_process,2,11
BP,GO:0061337,cardiac conduction,biological_process,1,9
BP,GO:0061351,neural precursor cell proliferation,biological_process,1,6
BP,GO:0061384,heart trabecula morphogenesis,biological_process,1,6
BP,GO:0061436,establishment of skin barrier,biological_process,2,25
BP,GO:0061450,trophoblast cell migration,biological_process,1,5
BP,GO:0061462,protein localization to lysosome,biological_process,1,6
BP,GO:0061469,regulation of type B pancreatic cell proliferation,biological_process,1,8
BP,GO:0061484,hematopoietic stem cell homeostasis,biological_process,1,6
BP,GO:0061512,protein localization to cilium,biological_process,2,25
BP,GO:0061549,sympathetic ganglion development,biological_process,2,16
BP,GO:0061551,trigeminal ganglion development,biological_process,1,5
BP,GO:0061564,axon development,biological_process,2,20
BP,GO:0061577,calcium ion transmembrane transport via high voltage-gated calcium channel,biological_process,1,7
BP,GO:0061621,canonical glycolysis,biological_process,2,37
BP,GO:0061626,pharyngeal arch artery morphogenesis,biological_process,1,9
BP,GO:0061635,regulation of protein complex stability,biological_process,1,11
BP,GO:0061640,cytoskeleton-dependent cytokinesis,biological_process,2,26
BP,GO:0061644,protein localization to CENP-A containing chromatin,biological_process,1,15
BP,GO:0061668,mitochondrial ribosome assembly,biological_process,1,6
BP,GO:0061709,reticulophagy,biological_process,2,20
BP,GO:0061723,glycophagy,biological_process,1,11
BP,GO:0061734,parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization,biological_process,1,6
BP,GO:0061744,motor behavior,biological_process,1,9
BP,GO:0061753,substrate localization to autophagosome,biological_process,1,7
BP,GO:0061756,leukocyte adhesion to vascular endothelial cell,biological_process,1,5
BP,GO:0061760,antifungal innate immune response,biological_process,2,19
BP,GO:0061762,CAMKK-AMPK signaling cascade,biological_process,1,6
BP,GO:0061763,multivesicular body-lysosome fusion,biological_process,1,9
BP,GO:0061795,Golgi lumen acidification,biological_process,2,11
BP,GO:0061817,endoplasmic reticulum-plasma membrane tethering,biological_process,1,5
BP,GO:0061820,telomeric D-loop disassembly,biological_process,1,6
BP,GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,biological_process,2,134
BP,GO:0061909,autophagosome-lysosome fusion,biological_process,2,22
BP,GO:0061951,establishment of protein localization to plasma membrane,biological_process,1,7
BP,GO:0061952,midbody abscission,biological_process,1,18
BP,GO:0062009,secondary palate development,biological_process,2,19
BP,GO:0062028,regulation of stress granule assembly,biological_process,1,5
BP,GO:0062043,positive regulation of cardiac epithelial to mesenchymal transition,biological_process,1,6
BP,GO:0062196,regulation of lysosome size,biological_process,1,5
BP,GO:0062234,platelet activating factor catabolic process,biological_process,1,5
BP,GO:0065003,protein-containing complex assembly,biological_process,2,167
BP,GO:0065004,protein-DNA complex assembly,biological_process,1,5
BP,GO:0070050,neuron cellular homeostasis,biological_process,2,29
BP,GO:0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,biological_process,2,29
BP,GO:0070098,chemokine-mediated signaling pathway,biological_process,2,79
BP,GO:0070100,negative regulation of chemokine-mediated signaling pathway,biological_process,1,6
BP,GO:0070102,interleukin-6-mediated signaling pathway,biological_process,2,24
BP,GO:0070106,interleukin-27-mediated signaling pathway,biological_process,2,19
BP,GO:0070120,ciliary neurotrophic factor-mediated signaling pathway,biological_process,2,16
BP,GO:0070129,regulation of mitochondrial translation,biological_process,1,5
BP,GO:0070131,positive regulation of mitochondrial translation,biological_process,1,8
BP,GO:0070166,enamel mineralization,biological_process,1,5
BP,GO:0070168,negative regulation of biomineral tissue development,biological_process,2,11
BP,GO:0070172,positive regulation of tooth mineralization,biological_process,1,5
BP,GO:0070198,"protein localization to chromosome, telomeric region",biological_process,2,15
BP,GO:0070200,establishment of protein localization to telomere,biological_process,1,5
BP,GO:0070207,protein homotrimerization,biological_process,2,14
BP,GO:0070212,protein poly-ADP-ribosylation,biological_process,1,5
BP,GO:0070213,protein auto-ADP-ribosylation,biological_process,1,6
BP,GO:0070234,positive regulation of T cell apoptotic process,biological_process,1,5
BP,GO:0070266,necroptotic process,biological_process,1,5
BP,GO:0070268,cornification,biological_process,2,13
BP,GO:0070269,pyroptosis,biological_process,2,27
BP,GO:0070293,renal absorption,biological_process,1,8
BP,GO:0070294,renal sodium ion absorption,biological_process,2,14
BP,GO:0070301,cellular response to hydrogen peroxide,biological_process,2,72
BP,GO:0070306,lens fiber cell differentiation,biological_process,2,12
BP,GO:0070309,lens fiber cell morphogenesis,biological_process,2,13
BP,GO:0070314,G1 to G0 transition,biological_process,1,5
BP,GO:0070316,regulation of G0 to G1 transition,biological_process,2,45
BP,GO:0070327,thyroid hormone transport,biological_process,1,7
BP,GO:0070328,triglyceride homeostasis,biological_process,2,40
BP,GO:0070345,negative regulation of fat cell proliferation,biological_process,2,15
BP,GO:0070358,actin polymerization-dependent cell motility,biological_process,1,5
BP,GO:0070365,hepatocyte differentiation,biological_process,1,8
BP,GO:0070371,ERK1 and ERK2 cascade,biological_process,2,36
BP,GO:0070372,regulation of ERK1 and ERK2 cascade,biological_process,2,36
BP,GO:0070373,negative regulation of ERK1 and ERK2 cascade,biological_process,2,82
BP,GO:0070374,positive regulation of ERK1 and ERK2 cascade,biological_process,2,200
BP,GO:0070417,cellular response to cold,biological_process,2,13
BP,GO:0070431,nucleotide-binding oligomerization domain containing 2 signaling pathway,biological_process,1,5
